reference,session,group,crop_start,length,weight,temporal_variance,speed_abs,minimum,maximum
listener/session5/Camera-2024-07-10-154722-154626,session5,expression,121,750,0.0006024096385542168,0.03950718142335674,0.04555914383468201,6.459140265933905e-16,0.9999223947525024
listener/session5/Camera-2024-07-11-094209-094215,session5,AU,9,750,0.0006024096385542168,0.09508583296246848,0.010858923008455718,0.0,1.0
listener/session5/Camera-2024-07-11-094209-094215,session5,VA,9,750,0.0006024096385542168,0.03427102125814473,0.030026292537795367,-0.39490148425102234,0.7749810814857483
listener/session5/Camera-2024-07-11-094209-094215,session5,expression,9,750,0.0006024096385542168,0.046116491544599764,0.015111956860218356,2.766506167488532e-14,0.9999843835830688
listener/session5/Camera-2024-07-11-103159-103100,session5,AU,580,750,0.0006024096385542168,0.005810176531671867,0.0026702269692923898,0.0,1.0
listener/session5/Camera-2024-07-11-103159-103100,session5,VA,580,750,0.0006024096385542168,0.022630701085784345,0.03937618351368624,-0.776797354221344,0.39785775542259216
listener/session5/Camera-2024-07-11-103159-103100,session5,expression,580,750,0.0006024096385542168,0.04844675421876283,0.03377138556484419,4.2808737029454163e-19,0.9999994039535522
listener/session5/Camera-2024-07-11-111326-111141,session5,AU,964,750,0.0006024096385542168,0.08824589823468329,0.02376502002670227,0.0,1.0
listener/session5/Camera-2024-07-11-111326-111141,session5,VA,964,750,0.0006024096385542168,0.03386851820943651,0.03533195346613752,-0.7114737033843994,0.6175473928451538
listener/session5/Camera-2024-07-11-111326-111141,session5,expression,964,750,0.0006024096385542168,0.06728330845801951,0.025787966910961753,1.3040402268044362e-17,0.9999997615814209
listener/session5/Camera-2024-07-11-120318-120232,session5,AU,1330,750,0.0006024096385542168,0.07335338970479158,0.0380952380952381,0.0,1.0
listener/session5/Camera-2024-07-11-120318-120232,session5,VA,1330,750,0.0006024096385542168,0.009392262919299755,0.038572637227491956,-0.7299164533615112,0.5419741868972778
listener/session5/Camera-2024-07-11-120318-120232,session5,expression,1330,750,0.0006024096385542168,0.010062349811448776,0.022634789777423985,1.9362943540213173e-11,0.9999560117721558
listener/session5/Camera-2024-07-11-134401-134311,session5,AU,207,750,0.0006024096385542168,0.05066037679869454,0.04459279038718291,0.0,1.0
listener/session5/Camera-2024-07-11-134401-134311,session5,VA,207,750,0.0006024096385542168,0.010198509928750835,0.03161341096653798,-0.7177722454071045,0.4843311309814453
listener/session5/Camera-2024-07-11-134401-134311,session5,expression,207,750,0.0006024096385542168,0.02576948645400898,0.03436835637035126,9.630061234121995e-14,0.9997619986534119
listener/session5/Camera-2024-07-11-142837-142758,session5,AU,589,750,0.0006024096385542168,0.047361044355436865,0.020560747663551402,0.0,1.0
listener/session5/Camera-2024-07-11-142837-142758,session5,VA,589,750,0.0006024096385542168,0.005429901763617331,0.02434075244755866,-0.5097038149833679,0.20005863904953003
listener/session5/Camera-2024-07-11-142837-142758,session5,expression,589,750,0.0006024096385542168,0.012773187559926132,0.0167265238596215,3.221155845311782e-14,0.9997692704200745
listener/session5/Camera-2024-07-11-154330-154400,session5,AU,291,750,0.0006024096385542168,0.0023584631360332262,0.002136181575433912,0.0,1.0
listener/session5/Camera-2024-07-11-154330-154400,session5,VA,291,750,0.0006024096385542168,0.00394233371255283,0.02817986423624692,-0.36661863327026367,0.05756556987762451
listener/session5/Camera-2024-07-11-154330-154400,session5,expression,291,750,0.0006024096385542168,0.0009589412911188004,0.003785241903716892,2.8668441551730594e-16,0.9998629093170166
listener/session5/Camera-2024-07-11-161602-161527,session5,AU,147,750,0.0006024096385542168,0.035868743509865006,0.022340898976412994,0.0,1.0
listener/session5/Camera-2024-07-11-161602-161527,session5,VA,147,750,0.0006024096385542168,0.002573726276934807,0.025323441970809917,-0.2246364951133728,0.10282137989997864
listener/session5/Camera-2024-07-11-161602-161527,session5,expression,147,750,0.0006024096385542168,0.000328938735333756,0.004310776047710516,2.2911521245223658e-15,0.999971866607666
listener/session5/Camera-2024-07-16-134902-134937,session5,AU,1048,750,0.0006024096385542168,0.036139682539682534,0.019581664441477527,0.0,1.0
listener/session5/Camera-2024-07-16-134902-134937,session5,VA,1048,750,0.0006024096385542168,0.021612866057878728,0.03719816683171111,-0.7269463539123535,0.4327622652053833
listener/session5/Camera-2024-07-16-134902-134937,session5,expression,1048,750,0.0006024096385542168,0.043585497937587744,0.031829269547996836,7.671237743070349e-15,0.9999992847442627
listener/session5/Camera-2024-07-16-143113-143143,session5,AU,705,750,0.0006024096385542168,0.025989615784008314,0.011036938139741877,0.0,1.0
listener/session5/Camera-2024-07-16-143113-143143,session5,VA,705,750,0.0006024096385542168,0.007786528769873468,0.028308063272998552,-0.5101829767227173,0.49209630489349365
listener/session5/Camera-2024-07-16-143113-143143,session5,expression,705,750,0.0006024096385542168,0.02280265143883431,0.01640434526245236,2.6102733755871996e-16,0.999924898147583
listener/session5/Camera-2024-07-16-152105-152147,session5,AU,611,750,0.0006024096385542168,0.019071117044948824,0.0105028927458834,0.0,1.0
listener/session5/Camera-2024-07-16-152105-152147,session5,VA,611,750,0.0006024096385542168,0.010226967046368255,0.03829996670796492,-0.4306826889514923,0.2592000961303711
listener/session5/Camera-2024-07-16-152105-152147,session5,expression,611,750,0.0006024096385542168,0.007033757993306414,0.011919075846952818,4.417617287471303e-17,0.9998490810394287
listener/session5/Camera-2024-07-16-160716-160749,session5,AU,758,750,0.0006024096385542168,0.03922290461355882,0.023408989764129952,0.0,1.0
listener/session5/Camera-2024-07-16-160716-160749,session5,VA,758,750,0.0006024096385542168,0.004966454806675841,0.028639214518710036,-0.6442078351974487,0.18790291249752045
listener/session5/Camera-2024-07-16-160716-160749,session5,expression,758,750,0.0006024096385542168,0.02197570910320745,0.032290991354551546,2.0842132559905082e-19,0.9996815919876099
listener/session5/Camera-2024-07-17-104338-104241,session5,AU,268,750,0.0006024096385542168,0.06582323097463286,0.024299065420560748,0.0,1.0
listener/session5/Camera-2024-07-17-104338-104241,session5,VA,268,750,0.0006024096385542168,0.0052628760457688545,0.028561752035875663,-0.8060618042945862,0.3214535117149353
listener/session5/Camera-2024-07-17-104338-104241,session5,expression,268,750,0.0006024096385542168,0.006464463056987979,0.010382562841481703,3.173029677886103e-15,0.9999003410339355
listener/session5/Camera-2024-07-17-112836-112807,session5,AU,300,750,0.0006024096385542168,0.032278059635068995,0.009968847352024923,0.0,1.0
listener/session5/Camera-2024-07-17-112836-112807,session5,VA,300,750,0.0006024096385542168,0.007136068757747412,0.026111684515773854,-0.3591266870498657,0.17723780870437622
listener/session5/Camera-2024-07-17-112836-112807,session5,expression,300,750,0.0006024096385542168,2.5394915277468445e-05,0.0005035225486937413,1.174716113229099e-16,0.9999998807907104
listener/session5/Camera-2024-07-17-121257-121235,session5,AU,113,750,0.0006024096385542168,0.022256994511200112,0.0075656430796617715,0.0,1.0
listener/session5/Camera-2024-07-17-121257-121235,session5,VA,113,750,0.0006024096385542168,0.004520580373048866,0.0282485451653739,-0.49290844798088074,0.36601901054382324
listener/session5/Camera-2024-07-17-121257-121235,session5,expression,113,750,0.0006024096385542168,0.006888853314584297,0.017448866937594638,2.4141315675847968e-15,0.9999748468399048
listener/session5/Camera-2024-07-19-143058-143036,session5,AU,48,750,0.0006024096385542168,0.10049393265094199,0.02688028482421006,0.0,1.0
listener/session5/Camera-2024-07-19-143058-143036,session5,VA,48,750,0.0006024096385542168,0.02731645370884244,0.03774678026225284,-0.6025294065475464,0.5100011229515076
listener/session5/Camera-2024-07-19-143058-143036,session5,expression,48,750,0.0006024096385542168,0.04953995506809687,0.02730318557262414,1.2873846411652623e-13,0.9999891519546509
listener/session5/Camera-2024-07-19-151039-150947,session5,AU,476,750,0.0006024096385542168,0.05234914701082924,0.010146862483311082,0.0,1.0
listener/session5/Camera-2024-07-19-151039-150947,session5,VA,476,750,0.0006024096385542168,0.009185597904047306,0.03079732860598927,-0.5833051800727844,0.39769333600997925
listener/session5/Camera-2024-07-19-151039-150947,session5,expression,476,750,0.0006024096385542168,0.028489486637243676,0.025244834800007887,4.40018328847977e-13,0.999666690826416
listener/session5/Camera-2024-07-22-093331-093420,session5,AU,526,750,0.0006024096385542168,0.04163536567274886,0.012995104583889631,0.0,1.0
listener/session5/Camera-2024-07-22-093331-093420,session5,VA,526,750,0.0006024096385542168,0.006388715277279326,0.02770612520527577,-0.1202096939086914,0.4714828133583069
listener/session5/Camera-2024-07-22-093331-093420,session5,expression,526,750,0.0006024096385542168,0.03751117049479134,0.03958426295478147,6.329925072192906e-15,0.9998726844787598
listener/session5/Camera-2024-07-22-103025-103101,session5,AU,25,750,0.0006024096385542168,0.02802634623943035,0.012016021361815754,0.0,1.0
listener/session5/Camera-2024-07-22-103025-103101,session5,VA,25,750,0.0006024096385542168,0.011337143696277537,0.02399148512009944,-0.5588147044181824,0.37503209710121155
listener/session5/Camera-2024-07-22-103025-103101,session5,expression,25,750,0.0006024096385542168,0.04457412652692949,0.019604266805073055,6.054871027846333e-16,0.9997202754020691
listener/session5/Camera-2024-07-22-111042-111140,session5,AU,94,750,0.0006024096385542168,0.042309805666815005,0.030262572318647086,0.0,1.0
listener/session5/Camera-2024-07-22-111042-111140,session5,VA,94,750,0.0006024096385542168,0.013672992031278088,0.04322279910637795,-0.5992612838745117,0.2346147894859314
listener/session5/Camera-2024-07-22-111042-111140,session5,expression,94,750,0.0006024096385542168,0.03895500029981288,0.045872261561878944,4.6387487601107225e-11,0.9999948740005493
listener/session5/Camera-2024-07-22-132508-132549,session5,AU,570,750,0.0006024096385542168,0.04994570538495771,0.028037383177570093,0.0,1.0
listener/session5/Camera-2024-07-22-132508-132549,session5,VA,570,750,0.0006024096385542168,0.012588279332742763,0.035298197188269154,-0.7654223442077637,0.36592021584510803
listener/session5/Camera-2024-07-22-132508-132549,session5,expression,570,750,0.0006024096385542168,0.04075647138928885,0.02913967610563922,5.4992097911509864e-15,0.9999868869781494
listener/session5/Camera-2024-07-22-135929-140003,session5,AU,127,750,0.0006024096385542168,0.12663676012461064,0.02082777036048064,0.0,1.0
listener/session5/Camera-2024-07-22-135929-140003,session5,VA,127,750,0.0006024096385542168,0.08167651369231223,0.03829111972045357,-0.6883681416511536,0.9590526223182678
listener/session5/Camera-2024-07-22-135929-140003,session5,expression,127,750,0.0006024096385542168,0.05694338214563568,0.02965412690265384,1.7402669095698925e-16,1.0
listener/session5/Camera-2024-07-22-143349-143428,session5,AU,578,750,0.0006024096385542168,0.023942204420709098,0.010947930574098798,0.0,1.0
listener/session5/Camera-2024-07-22-143349-143428,session5,VA,578,750,0.0006024096385542168,0.013418414516716048,0.04731593595367566,-0.4611795246601105,0.5199441313743591
listener/session5/Camera-2024-07-22-143349-143428,session5,expression,578,750,0.0006024096385542168,0.030437218998781747,0.0148304086130259,1.201452443511385e-16,0.9999960660934448
listener/session5/Camera-2024-07-22-155059-155140,session5,AU,164,750,0.0006024096385542168,0.03165287049399201,0.008366711170449488,0.0,1.0
listener/session5/Camera-2024-07-22-155059-155140,session5,VA,164,750,0.0006024096385542168,0.010831950073004581,0.030365052713809886,-0.4644832909107208,0.251345694065094
listener/session5/Camera-2024-07-22-155059-155140,session5,expression,164,750,0.0006024096385542168,0.03062109136232016,0.028979412647393635,1.6506679703653937e-11,0.9994555115699768
listener/session5/Camera-2024-07-24-095443-095420,session5,AU,615,750,0.0006024096385542168,0.008129595015576323,0.007476635514018692,0.0,1.0
listener/session5/Camera-2024-07-24-095443-095420,session5,VA,615,750,0.0006024096385542168,0.0042700362052079345,0.02557561493843038,-0.6706042289733887,0.3817322254180908
listener/session5/Camera-2024-07-24-095443-095420,session5,expression,615,750,0.0006024096385542168,0.011274755448024292,0.01921028363102959,1.7932412765334625e-16,0.9999241828918457
listener/session5/Camera-2024-07-24-103011-103000,session5,AU,39,750,0.0006024096385542168,0.02682652425456165,0.010858923008455718,0.0,1.0
listener/session5/Camera-2024-07-24-103011-103000,session5,VA,39,750,0.0006024096385542168,0.011436481183146613,0.03582252155695961,-0.5602974891662598,0.4612216353416443
listener/session5/Camera-2024-07-24-103011-103000,session5,expression,39,750,0.0006024096385542168,0.014714532729240556,0.02393464153728547,8.30606013791724e-15,0.999829888343811
listener/session5/Camera-2024-07-24-110700-110644,session5,AU,244,750,0.0006024096385542168,0.05986304702566388,0.013974187805963507,0.0,1.0
listener/session5/Camera-2024-07-24-110700-110644,session5,VA,244,750,0.0006024096385542168,0.032601691191924666,0.03858620369277188,-0.6328839063644409,0.7570614814758301
listener/session5/Camera-2024-07-24-110700-110644,session5,expression,244,750,0.0006024096385542168,0.06873176628864991,0.023193351254145105,2.963248205557351e-20,0.9999985694885254
listener/session5/Camera-2024-07-24-114427-114339,session5,AU,252,750,0.0006024096385542168,0.07452116896602878,0.012283044058744993,0.0,1.0
listener/session5/Camera-2024-07-24-114427-114339,session5,VA,252,750,0.0006024096385542168,0.01979058481232971,0.036745903083435366,-0.7845462560653687,0.538456380367279
listener/session5/Camera-2024-07-24-114427-114339,session5,expression,252,750,0.0006024096385542168,0.044085400028028646,0.04243862669724371,2.0517554143981197e-15,0.9999964237213135
listener/session5/Camera-2024-07-25-155256-155217,session5,AU,435,750,0.0006024096385542168,0.02626328437917224,0.01833555852247441,0.0,1.0
listener/session5/Camera-2024-07-25-155256-155217,session5,VA,435,750,0.0006024096385542168,0.005573667050204296,0.028230840569046216,-0.19639837741851807,0.2868213951587677
listener/session5/Camera-2024-07-25-155256-155217,session5,expression,435,750,0.0006024096385542168,0.020450977250988267,0.030921358281035313,5.229717651540909e-22,0.9999637603759766
listener/session5/Camera-2024-07-25-162817-162715,session5,AU,173,750,0.0006024096385542168,0.02366212728081888,0.01922563417890521,0.0,1.0
listener/session5/Camera-2024-07-25-162817-162715,session5,VA,173,750,0.0006024096385542168,0.003289619177845806,0.01896681561469236,-0.24121731519699097,0.280108779668808
listener/session5/Camera-2024-07-25-162817-162715,session5,expression,173,750,0.0006024096385542168,0.008232069610525545,0.007813688943911098,6.047216571427369e-19,0.9999979734420776
listener/session5/Camera-2024-07-26-103222-103252,session5,AU,9,750,0.0006024096385542168,0.10630422785936806,0.046016911437472184,0.0,1.0
listener/session5/Camera-2024-07-26-103222-103252,session5,VA,9,750,0.0006024096385542168,0.06287508304395098,0.05196125357746282,-0.9060559272766113,0.6402806043624878
listener/session5/Camera-2024-07-26-103222-103252,session5,expression,9,750,0.0006024096385542168,0.06305142041705589,0.03520922552067441,1.7636620178065714e-14,0.9999994039535522
listener/session5/Camera-2024-07-26-110838-110914,session5,AU,223,750,0.0006024096385542168,0.0823176383325916,0.02073876279483756,0.0,1.0
listener/session5/Camera-2024-07-26-110838-110914,session5,VA,223,750,0.0006024096385542168,0.01829978005815395,0.04247137565956574,-0.718992292881012,0.6922522783279419
listener/session5/Camera-2024-07-26-110838-110914,session5,expression,223,750,0.0006024096385542168,0.049430571471882706,0.03646030133064296,4.9456915478121935e-15,0.9999728202819824
listener/session5/Camera-2024-07-26-120608-120642,session5,AU,464,750,0.0006024096385542168,0.005192464026108888,0.005874499332443258,0.0,1.0
listener/session5/Camera-2024-07-26-120608-120642,session5,VA,464,750,0.0006024096385542168,0.005025043028179884,0.0307578545048813,-0.019979119300842285,0.6405889391899109
listener/session5/Camera-2024-07-26-120608-120642,session5,expression,464,750,0.0006024096385542168,1.5162143786484894e-05,0.0007951348772787352,1.2011138611489613e-13,0.999988317489624
listener/session5/Camera-2024-07-29-135410-135329,session5,AU,21,750,0.0006024096385542168,0.03943509865005194,0.010858923008455718,0.0,1.0
listener/session5/Camera-2024-07-29-135410-135329,session5,VA,21,750,0.0006024096385542168,0.02069338379112895,0.02794110202274033,-0.4213900566101074,0.35111597180366516
listener/session5/Camera-2024-07-29-135410-135329,session5,expression,21,750,0.0006024096385542168,0.0020393523927463466,0.0051795149942188414,6.211673767042049e-15,0.9999998807907104
listener/session5/Camera-2024-07-29-143941-143856,session5,AU,685,750,0.0006024096385542168,0.029013499480789195,0.009701824655095684,0.0,1.0
listener/session5/Camera-2024-07-29-143941-143856,session5,VA,685,750,0.0006024096385542168,0.007679922034268706,0.03332860254059646,-0.6251306533813477,0.24601884186267853
listener/session5/Camera-2024-07-29-143941-143856,session5,expression,685,750,0.0006024096385542168,0.030852727788757646,0.038733243104566994,1.260597529140206e-13,0.9985681772232056
listener/session5/Camera-2024-07-29-150955-150932,session5,AU,651,750,0.0006024096385542168,0.03716979676605843,0.02394303515798843,0.0,1.0
listener/session5/Camera-2024-07-29-150955-150932,session5,VA,651,750,0.0006024096385542168,0.014742050460190122,0.03857372945376009,-0.5665763020515442,0.5905172228813171
listener/session5/Camera-2024-07-29-150955-150932,session5,expression,651,750,0.0006024096385542168,0.007833333844255136,0.014003828793517649,1.7174181693479281e-15,0.999981164932251
listener/session5/Camera-2024-07-29-160525-160426,session5,AU,639,750,0.0006024096385542168,0.02024684764871681,0.02403204272363151,0.0,1.0
listener/session5/Camera-2024-07-29-160525-160426,session5,VA,639,750,0.0006024096385542168,0.002625757779395145,0.02745330270046545,-0.4915570914745331,0.2904832065105438
listener/session5/Camera-2024-07-29-160525-160426,session5,expression,639,750,0.0006024096385542168,0.022277375105852808,0.040945885265041004,4.45900572867107e-14,0.9960160851478577
listener/session5/Camera-2024-07-29-163415-163339,session5,AU,260,750,0.0006024096385542168,0.018548345942738464,0.014330218068535825,0.0,1.0
listener/session5/Camera-2024-07-29-163415-163339,session5,VA,260,750,0.0006024096385542168,0.005051220028159781,0.02427586564204801,-0.41110366582870483,0.17390960454940796
listener/session5/Camera-2024-07-29-163415-163339,session5,expression,260,750,0.0006024096385542168,0.0031188762851704337,0.007516659417168908,6.560068460670365e-12,0.9995660185813904
listener/session5/Camera-2024-07-30-110806-110844,session5,AU,266,750,0.0006024096385542168,0.07992796321020619,0.020204717400979084,0.0,1.0
listener/session5/Camera-2024-07-30-110806-110844,session5,VA,266,750,0.0006024096385542168,0.011621279467924676,0.03654345007829657,-0.6194493174552917,0.30563434958457947
listener/session5/Camera-2024-07-30-110806-110844,session5,expression,266,750,0.0006024096385542168,0.040327281599277696,0.038311876512793344,3.780615093039322e-15,0.9998606443405151
listener/session5/Camera-2024-07-30-123234-123305,session5,AU,561,750,0.0006024096385542168,0.04343616674083964,0.023408989764129952,0.0,1.0
listener/session5/Camera-2024-07-30-123234-123305,session5,VA,561,750,0.0006024096385542168,0.020006847307153516,0.03931002710785503,-0.9425203800201416,0.3652608394622803
listener/session5/Camera-2024-07-30-123234-123305,session5,expression,561,750,0.0006024096385542168,0.029299680380463385,0.02279367212680498,2.1072535964713485e-19,0.9999959468841553
listener/session5/Camera-2024-07-30-150921-151000,session5,AU,832,750,0.0006024096385542168,0.0405183800623053,0.026168224299065422,0.0,1.0
listener/session5/Camera-2024-07-30-150921-151000,session5,VA,832,750,0.0006024096385542168,0.007743778454059314,0.024543547838707474,-0.22087496519088745,0.4606022536754608
listener/session5/Camera-2024-07-30-150921-151000,session5,expression,832,750,0.0006024096385542168,0.037352622466895934,0.023509311301065667,6.545258719780137e-14,0.9986286163330078
listener/session5/Camera-2024-07-30-154819-154923,session5,AU,93,750,0.0006024096385542168,0.011005370123127127,0.0027592345349354694,0.0,1.0
listener/session5/Camera-2024-07-30-154819-154923,session5,VA,93,750,0.0006024096385542168,0.0033670834325395483,0.025509345117653005,-0.717180609703064,-0.015565097332000732
listener/session5/Camera-2024-07-30-154819-154923,session5,expression,93,750,0.0006024096385542168,0.000752344826328816,0.005387510741935369,2.0093753914316717e-15,0.9999958276748657
listener/session5/Camera-2024-07-30-161637-161715,session5,AU,1016,750,0.0006024096385542168,0.06097077584928053,0.01584334668446818,0.0,1.0
listener/session5/Camera-2024-07-30-161637-161715,session5,VA,1016,750,0.0006024096385542168,0.021320366460679873,0.037324800774037284,-0.6723819971084595,0.4194856882095337
listener/session5/Camera-2024-07-30-161637-161715,session5,expression,1016,750,0.0006024096385542168,0.0524355998523257,0.024333606018788524,3.1077410532911215e-17,0.9999737739562988
listener/session5/Camera-2024-07-31-102814-102840,session5,AU,384,750,0.0006024096385542168,0.12002765168372645,0.024477080551846907,0.0,1.0
listener/session5/Camera-2024-07-31-102814-102840,session5,VA,384,750,0.0006024096385542168,0.03855458345203386,0.048968595737350164,-0.7419888973236084,0.6782611608505249
listener/session5/Camera-2024-07-31-102814-102840,session5,expression,384,750,0.0006024096385542168,0.06584456502091335,0.03318506390570267,5.554619721945047e-15,0.9999215602874756
listener/session5/Camera-2024-07-31-110521-110601,session5,AU,879,750,0.0006024096385542168,0.035252099095089764,0.011214953271028037,0.0,1.0
listener/session5/Camera-2024-07-31-110521-110601,session5,VA,879,750,0.0006024096385542168,0.005311601714697514,0.023601097486246732,-0.4842507541179657,0.2534728944301605
listener/session5/Camera-2024-07-31-110521-110601,session5,expression,879,750,0.0006024096385542168,0.010140080117541188,0.007934489911076637,5.56283635512372e-18,0.9999678134918213
listener/session5/Camera-2024-07-31-114456-114534,session5,AU,905,750,0.0006024096385542168,0.005052188102655394,0.0011570983533600355,0.0,1.0
listener/session5/Camera-2024-07-31-114456-114534,session5,VA,905,750,0.0006024096385542168,0.009336720533471616,0.035527397108790236,-0.48453912138938904,0.4293194115161896
listener/session5/Camera-2024-07-31-114456-114534,session5,expression,905,750,0.0006024096385542168,0.005656752311834304,0.01307030850986448,4.4256085748135485e-14,0.9999291896820068
listener/session5/Camera-2024-07-31-135431-135505,session5,AU,1587,750,0.0006024096385542168,0.03740335261830589,0.015487316421895861,0.0,1.0
listener/session5/Camera-2024-07-31-135431-135505,session5,VA,1587,750,0.0006024096385542168,0.027097998398413134,0.0385220920734197,-0.5954304933547974,0.7085883021354675
listener/session5/Camera-2024-07-31-135431-135505,session5,expression,1587,750,0.0006024096385542168,0.04606104553930174,0.03935436228956932,1.9347164929156557e-12,0.9999990463256836
listener/session5/Camera-2024-07-31-152258-152337,session5,AU,1390,750,0.0006024096385542168,0.013168728675270722,0.005696484201157099,0.0,1.0
listener/session5/Camera-2024-07-31-152258-152337,session5,VA,1390,750,0.0006024096385542168,0.036602656339465044,0.04365459930037306,-0.8062592148780823,0.6710549592971802
listener/session5/Camera-2024-07-31-152258-152337,session5,expression,1390,750,0.0006024096385542168,0.03388754907796814,0.023366088147001352,9.645907573110856e-20,1.0
listener/session5/Camera-2024-07-31-172208-172241,session5,AU,1200,750,0.0006024096385542168,0.11105960539979227,0.01326212728081887,0.0,1.0
listener/session5/Camera-2024-07-31-172208-172241,session5,VA,1200,750,0.0006024096385542168,0.023083002923322177,0.0244900707046045,-0.36191296577453613,0.8279093503952026
listener/session5/Camera-2024-07-31-172208-172241,session5,expression,1200,750,0.0006024096385542168,0.05944794323669316,0.023076028395642444,1.3128133570089245e-22,0.9999996423721313
listener/session5/Camera-2024-08-08-153226-153307,session5,AU,2014,750,0.0006024096385542168,0.025747159175196557,0.01806853582554517,0.0,1.0
listener/session5/Camera-2024-08-08-153226-153307,session5,VA,2014,750,0.0006024096385542168,0.00264306342670447,0.019472005962330764,-0.19323676824569702,0.2607001066207886
listener/session5/Camera-2024-08-08-153226-153307,session5,expression,2014,750,0.0006024096385542168,0.0160835956571367,0.019605718197164286,8.614070301947568e-18,0.9986969828605652
listener/session5/Camera-2024-10-14-135007-134930,session5,AU,345,750,0.0006024096385542168,0.1187049992582703,0.027592345349354695,0.0,1.0
listener/session5/Camera-2024-10-14-135007-134930,session5,VA,345,750,0.0006024096385542168,0.021017298561901147,0.043917437525433756,-0.7828031182289124,0.44454053044319153
listener/session5/Camera-2024-10-14-135007-134930,session5,expression,345,750,0.0006024096385542168,0.03252404749640888,0.020058870953478934,6.414305223848959e-15,0.9999794960021973
listener/session5/Camera-2024-10-14-143533-143358,session5,AU,583,750,0.0006024096385542168,0.1316967808930426,0.03533600356030263,0.0,1.0
listener/session5/Camera-2024-10-14-143533-143358,session5,VA,583,750,0.0006024096385542168,0.021255779475543083,0.04035111006413983,-0.373414009809494,0.5908498764038086
listener/session5/Camera-2024-10-14-143533-143358,session5,expression,583,750,0.0006024096385542168,0.012549988593703598,0.01800249597358088,2.217253984582168e-11,0.9999940395355225
listener/session5/Camera-2024-10-14-151541-151421,session5,AU,861,750,0.0006024096385542168,0.03848271769767099,0.020293724966622163,0.0,1.0
listener/session5/Camera-2024-10-14-151541-151421,session5,VA,861,750,0.0006024096385542168,0.0152176343405424,0.03317147831075659,-0.75899338722229,0.39955320954322815
listener/session5/Camera-2024-10-14-151541-151421,session5,expression,861,750,0.0006024096385542168,0.03442425779156136,0.024521091921879748,2.5552057519829478e-15,0.9998975992202759
listener/session5/Camera-2024-10-14-161029-160925,session5,AU,749,750,0.0006024096385542168,0.05939795282599024,0.011659991099243436,0.0,1.0
listener/session5/Camera-2024-10-14-161029-160925,session5,VA,749,750,0.0006024096385542168,0.0071436186028289664,0.041854390854610304,-0.5148767232894897,0.5238391160964966
listener/session5/Camera-2024-10-14-161029-160925,session5,expression,749,750,0.0006024096385542168,0.04840554575158138,0.04290820416503159,7.857691386745404e-18,0.9999973773956299
listener/session5/Camera-2024-10-15-094459-094548,session5,AU,15,750,0.0006024096385542168,0.1167124165554072,0.02972852692478861,0.0,1.0
listener/session5/Camera-2024-10-15-094459-094548,session5,VA,15,750,0.0006024096385542168,0.058673170850074785,0.04470037470742046,-0.6336809396743774,0.8041195869445801
listener/session5/Camera-2024-10-15-094459-094548,session5,expression,15,750,0.0006024096385542168,0.05803631686255273,0.021165609825875974,1.239765993646963e-16,0.9999994039535522
listener/session5/Camera-2024-10-15-102854-102945,session5,AU,413,750,0.0006024096385542168,0.0045372496662216275,0.0016021361815754338,0.0,1.0
listener/session5/Camera-2024-10-15-102854-102945,session5,VA,413,750,0.0006024096385542168,0.005390290606485899,0.026623838893243563,-0.7245811820030212,0.1956593543291092
listener/session5/Camera-2024-10-15-102854-102945,session5,expression,413,750,0.0006024096385542168,0.00041498066163864135,0.001484708139598208,5.734674574334078e-16,0.9999942779541016
listener/session5/Camera-2024-10-15-111253-111325,session5,AU,399,750,0.0006024096385542168,0.06622874944370272,0.022518914107699156,0.0,1.0
listener/session5/Camera-2024-10-15-111253-111325,session5,VA,399,750,0.0006024096385542168,0.021989498843541982,0.036953800132818945,-0.8305445909500122,0.4670323133468628
listener/session5/Camera-2024-10-15-111253-111325,session5,expression,399,750,0.0006024096385542168,0.04642086989259093,0.024647572109352932,1.0440938918835924e-14,0.9999998807907104
listener/session5/Camera-2024-10-21-103126-103143,session5,AU,502,750,0.0006024096385542168,0.03145752855659398,0.008366711170449488,0.0,1.0
listener/session5/Camera-2024-10-21-103126-103143,session5,VA,502,750,0.0006024096385542168,0.0056042207793026485,0.02756003166570046,-0.3862910568714142,0.21976929903030396
listener/session5/Camera-2024-10-21-103126-103143,session5,expression,502,750,0.0006024096385542168,0.0010559267378175388,0.004907913718545216,1.7158000651034315e-19,0.9999995231628418
listener/session5/Camera-2024-10-21-112420-112230,session5,AU,311,750,0.0006024096385542168,0.10184755970924199,0.01584334668446818,0.0,1.0
listener/session5/Camera-2024-10-21-112420-112230,session5,VA,311,750,0.0006024096385542168,0.04084421941065908,0.04311325810402035,-0.6847734451293945,0.6185305118560791
listener/session5/Camera-2024-10-21-112420-112230,session5,expression,311,750,0.0006024096385542168,0.022821924172489294,0.015096237399276404,2.1158380223654932e-13,0.9999852180480957
listener/session5/Camera-2024-10-21-121606-121455,session5,AU,1270,750,0.0006024096385542168,0.06553959353211689,0.01317311971517579,0.0,1.0
listener/session5/Camera-2024-10-21-121606-121455,session5,VA,1270,750,0.0006024096385542168,0.014922527070058814,0.03825482397585192,-0.5289372801780701,0.478489488363266
listener/session5/Camera-2024-10-21-121606-121455,session5,expression,1270,750,0.0006024096385542168,0.03872082902939386,0.02548202720101898,2.732555663947228e-13,0.9998637437820435
